Bile_acid,Nonhydroxy_36.02,Nonhydroxy_64.07,Nonhydroxy_78.05,Nonhydroxy_80.06,Nonhydroxy_95.98,Nonhydroxy_96.06,Dihydroxy_39.01,Dihydroxy_41.06,Dihydroxy_50.05,Dihydroxy_62.05,Dihydroxy_64.03,Dihydroxy_69.02,Dihydroxy_70.98,Dihydroxy_71.04,Dihydroxy_73.04,Dihydroxy_74.05,Dihydroxy_85.05,Dihydroxy_86.97,Dihydroxy_87.03,Dihydroxy_87.04,Dihydroxy_88.99,Dihydroxy_99.02,Dihydroxy_99.07,Dihydroxy_101.05,Dihydroxy_103.08,Dihydroxy_104.99,Dihydroxy_110.05,Dihydroxy_111.03,Dihydroxy_113.08,Dihydroxy_113.09,Dihydroxy_114.04,Dihydroxy_114.08,Dihydroxy_123,Dihydroxy_128.06,Dihydroxy_128.09,Dihydroxy_128.1,Dihydroxy_129.04,Dihydroxy_131.04,Dihydroxy_131.07,Dihydroxy_147.04,Dihydroxy_147.07,Dihydroxy_157.09,Dihydroxy_163.06,Dihydroxy_163.07,Dihydroxy_175.13,Dihydroxy_186.08,Dihydroxy_356.27,Trihydroxy_39.01,Trihydroxy_41.03,Trihydroxy_52.97,Trihydroxy_53.01,Trihydroxy_53.03,Trihydroxy_54.05,Trihydroxy_56.93,Trihydroxy_60.04,Trihydroxy_70.98,Trihydroxy_70.99,Trihydroxy_71.04,Trihydroxy_73.03,Trihydroxy_73.04,Trihydroxy_74,Trihydroxy_74.05,Trihydroxy_85.05,Trihydroxy_87.04,Trihydroxy_88.99,Trihydroxy_89,Trihydroxy_89.03,Trihydroxy_101.05,Trihydroxy_103.01,Trihydroxy_104.99,Trihydroxy_113.08,Trihydroxy_113.09,Trihydroxy_114.04,Trihydroxy_114.08,Trihydroxy_124.03,Trihydroxy_126.11,Trihydroxy_128.06,Trihydroxy_128.09,Trihydroxy_128.1,Trihydroxy_128.96,Trihydroxy_128.99,Trihydroxy_129.03,Trihydroxy_129.04,Trihydroxy_129.05,Trihydroxy_137.01,Trihydroxy_137.06,Trihydroxy_147.04,Trihydroxy_147.07,Trihydroxy_163.06,Trihydroxy_172.05,Trihydroxy_186.07,Trihydroxy_186.08,Trihydroxy_372.26,Trihydroxy_372.27,Trihydroxy_389.29,Trihydroxy_391.31,Trihydroxy_407.3,Trihydroxy_407.32,Tetrahydroxy_55.02,Tetrahydroxy_88.99,Tetrahydroxy_106.01,Tetrahydroxy_372.27,Tetrahydroxy_388.26,Tetrahydroxy_405.29,Tetrahydroxy_495.27,NCBI,no rank,class,phylum,subphylum,superkingdom,family,genus,order,suborder,clade,species group,species subgroup,species,subclass,kingdom,subkingdom,subgenus,section,infraorder,parvorder,subfamily,superclass,superfamily,superorder,subspecies,strain
Peptostreptococcus anaerobius CC14N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1073365,cellular organisms,Clostridia,Firmicutes,N/A,Bacteria,Peptostreptococcaceae,Peptostreptococcus,Eubacteriales,N/A,Terrabacteria group,N/A,N/A,Peptostreptococcus anaerobius,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ruminococcus gnavus ATCC 29149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411470,cellular organisms,Clostridia,Firmicutes,N/A,Bacteria,Lachnospiraceae,Mediterraneibacter,Eubacteriales,N/A,Terrabacteria group,N/A,N/A,[Ruminococcus] gnavus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stomatobaculum longum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796942,cellular organisms,Clostridia,Firmicutes,N/A,Bacteria,Lachnospiraceae,Stomatobaculum,Eubacteriales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
[Clostridium] aldenense WAL-18727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742731,cellular organisms,Clostridia,Firmicutes,N/A,Bacteria,Lachnospiraceae,Enterocloster,Eubacteriales,N/A,Terrabacteria group,N/A,N/A,Enterocloster aldenensis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
[Clostridium] symbiosum WAL-14163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742740,cellular organisms,Clostridia,Firmicutes,N/A,Bacteria,Lachnospiraceae,Lachnoclostridium,Eubacteriales,N/A,Terrabacteria group,N/A,N/A,[Clostridium] symbiosum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
[Ruminococcus] lactaris CC59_002D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073376,cellular organisms,Clostridia,Firmicutes,N/A,Bacteria,Lachnospiraceae,Mediterraneibacter,Eubacteriales,N/A,Terrabacteria group,N/A,N/A,[Ruminococcus] lactaris,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Collinsella aerofaciens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74426,cellular organisms,Coriobacteriia,Actinobacteria,N/A,Bacteria,Coriobacteriaceae,Collinsella,Coriobacteriales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Collinsella sp. 4_8_47FAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742722,unclassified Collinsella,Coriobacteriia,Actinobacteria,N/A,Bacteria,Coriobacteriaceae,Collinsella,Coriobacteriales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lancefieldella parvulum DNF00906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287474,cellular organisms,Coriobacteriia,Actinobacteria,N/A,Bacteria,Atopobiaceae,Lancefieldella,Coriobacteriales,N/A,Terrabacteria group,N/A,N/A,Lancefieldella parvula,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Olsenella sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042683,unclassified Olsenella,Coriobacteriia,Actinobacteria,N/A,Bacteria,Atopobiaceae,Olsenella,Coriobacteriales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Olsenella uli MSTE5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190621,cellular organisms,Coriobacteriia,Actinobacteria,N/A,Bacteria,Atopobiaceae,Olsenella,Coriobacteriales,N/A,Terrabacteria group,N/A,N/A,Olsenella uli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Epicoccum nigrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105696,cellular organisms,Dothideomycetes,Ascomycota,Pezizomycotina,Eukaryota,Didymellaceae,Epicoccum,Pleosporales,Pleosporineae,dothideomyceta,N/A,N/A,N/A,Pleosporomycetidae,Fungi,Dikarya,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Coprobacillus sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2137881,unclassified Coprobacillus,Erysipelotrichia,Firmicutes,N/A,Bacteria,Coprobacillaceae,Coprobacillus,Erysipelotrichales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Coprobacillus sp. 8_2_54BFAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469597,unclassified Coprobacillus,Erysipelotrichia,Firmicutes,N/A,Bacteria,Coprobacillaceae,Coprobacillus,Erysipelotrichales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aspergillus,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5052,cellular organisms,Eurotiomycetes,Ascomycota,Pezizomycotina,Eukaryota,Aspergillaceae,N/A,Eurotiales,N/A,leotiomyceta,N/A,N/A,N/A,Eurotiomycetidae,Fungi,Dikarya,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Penicillium brasilianum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104259,cellular organisms,Eurotiomycetes,Ascomycota,Pezizomycotina,Eukaryota,Aspergillaceae,Penicillium,Eurotiales,N/A,leotiomyceta,N/A,N/A,N/A,Eurotiomycetidae,Fungi,Dikarya,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Algibacter aquimarinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136748,cellular organisms,Flavobacteriia,Bacteroidota,N/A,Bacteria,Flavobacteriaceae,Algibacter,Flavobacteriales,N/A,Bacteroidetes/Chlorobi group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Algibacter lectus,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221126,cellular organisms,Flavobacteriia,Bacteroidota,N/A,Bacteria,Flavobacteriaceae,Algibacter,Flavobacteriales,N/A,Bacteroidetes/Chlorobi group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Capnocytophaga ochracea F0287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873517,cellular organisms,Flavobacteriia,Bacteroidota,N/A,Bacteria,Flavobacteriaceae,Capnocytophaga,Flavobacteriales,N/A,Bacteroidetes/Chlorobi group,N/A,N/A,Capnocytophaga ochracea,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Flavobacterium frigoris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229204,cellular organisms,Flavobacteriia,Bacteroidota,N/A,Bacteria,Flavobacteriaceae,Flavobacterium,Flavobacteriales,N/A,Bacteroidetes/Chlorobi group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lutimonas saemankumensis,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483016,cellular organisms,Flavobacteriia,Bacteroidota,N/A,Bacteria,Flavobacteriaceae,Lutimonas,Flavobacteriales,N/A,Bacteroidetes/Chlorobi group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Winogradskyella flava,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884876,cellular organisms,Flavobacteriia,Bacteroidota,N/A,Bacteria,Flavobacteriaceae,Winogradskyella,Flavobacteriales,N/A,Bacteroidetes/Chlorobi group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fusobacterium mortiferum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,cellular organisms,Fusobacteriia,Fusobacteria,N/A,Bacteria,Fusobacteriaceae,Fusobacterium,Fusobacteriales,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fusobacterium nucleatum CTI-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204474,cellular organisms,Fusobacteriia,Fusobacteria,N/A,Bacteria,Fusobacteriaceae,Fusobacterium,Fusobacteriales,N/A,N/A,N/A,N/A,Fusobacterium nucleatum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fusobacterium nucleatum CTI-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204475,cellular organisms,Fusobacteriia,Fusobacteria,N/A,Bacteria,Fusobacteriaceae,Fusobacterium,Fusobacteriales,N/A,N/A,N/A,N/A,Fusobacterium nucleatum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fusobacterium nucleatum CTI-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204476,cellular organisms,Fusobacteriia,Fusobacteria,N/A,Bacteria,Fusobacteriaceae,Fusobacterium,Fusobacteriales,N/A,N/A,N/A,N/A,Fusobacterium nucleatum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fusobacterium nucleatum CTI-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316586,cellular organisms,Fusobacteriia,Fusobacteria,N/A,Bacteria,Fusobacteriaceae,Fusobacterium,Fusobacteriales,N/A,N/A,N/A,N/A,Fusobacterium nucleatum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fusobacterium nucleatum CTI-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316587,cellular organisms,Fusobacteriia,Fusobacteria,N/A,Bacteria,Fusobacteriaceae,Fusobacterium,Fusobacteriales,N/A,N/A,N/A,N/A,Fusobacterium nucleatum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fusobacterium nucleatum CTI-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316588,cellular organisms,Fusobacteriia,Fusobacteria,N/A,Bacteria,Fusobacteriaceae,Fusobacterium,Fusobacteriales,N/A,N/A,N/A,N/A,Fusobacterium nucleatum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fusobacterium nucleatum subsp. animalis F0419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999414,cellular organisms,Fusobacteriia,Fusobacteria,N/A,Bacteria,Fusobacteriaceae,Fusobacterium,Fusobacteriales,N/A,N/A,N/A,N/A,Fusobacterium nucleatum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fusobacterium nucleatum subsp. animalis,N/A
Fusobacterium nucleatum subsp. polymorphum F0401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693991,cellular organisms,Fusobacteriia,Fusobacteria,N/A,Bacteria,Fusobacteriaceae,Fusobacterium,Fusobacteriales,N/A,N/A,N/A,N/A,Fusobacterium nucleatum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fusobacterium nucleatum subsp. polymorphum,N/A
Fusobacterium periodonticum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,cellular organisms,Fusobacteriia,Fusobacteria,N/A,Bacteria,Fusobacteriaceae,Fusobacterium,Fusobacteriales,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fusobacterium periodonticum 2_1_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469599,cellular organisms,Fusobacteriia,Fusobacteria,N/A,Bacteria,Fusobacteriaceae,Fusobacterium,Fusobacteriales,N/A,N/A,N/A,N/A,Fusobacterium periodonticum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
