Bile,delta,count
Trihydroxy,37.95,5
Trihydroxy,76.04,5
Trihydroxy,77.03,5
Trihydroxy,656.34,5
Trihydroxy,782.02,5
Trihydroxy,37.06,5
Dihydroxy,300.65,5
Pentahydroxy,46.06,5
Tetrahydroxy,38.03,5
Tetrahydroxy,19.98,5
Monohydroxy,41.02,5
Tetrahydroxy,72.02,5
Trihydroxy,42.04,5
Pentahydroxy,26.03,5
Dihydroxy,104.98,5
Trihydroxy,148.03,5
Trihydroxy,170.13,5
Tetrahydroxy,59.03,5
Trihydroxy,816.28,5
Tetrahydroxy,70.75,5
Trihydroxy,35.09,5
Trihydroxy,515.28,5
Tetrahydroxy,407.74,5
Trihydroxy,454.31,5
Trihydroxy,499.3,5
Monohydroxy,8.01,5
Tetrahydroxy,160,5
Monohydroxy,35,5
Dihydroxy,316.26,5
Dihydroxy,4.02,5
Dihydroxy,101.06,5
Trihydroxy,244.02,5
Dihydroxy,64.03,5
Monohydroxy,23.11,5
Dihydroxy,54.63,5
Dihydroxy,50.02,5
Dihydroxy,321.26,5
Dihydroxy,19.24,5
Monohydroxy,89.03,5
Dihydroxy,250.09,5
Dihydroxy,408.28,5
Tetrahydroxy,16.02,5
Trihydroxy,73.99,5
Dihydroxy,157.02,5
Pentahydroxy,323.29,5
Dihydroxy,37.95,5
Trihydroxy,163.02,5
Trihydroxy,2.04,5
Tetrahydroxy,215.04,5
Tetrahydroxy,99.01,5
Trihydroxy,100.99,5
Monohydroxy,340.17,5
Trihydroxy,17.06,5
Nonhydroxy,18.24,5
Dihydroxy,96.02,5
Trihydroxy,469.14,5
Dihydroxy,71.07,5
Trihydroxy,631.4,5
Trihydroxy,386.63,5
Pentahydroxy,56.04,5
Monohydroxy,212.02,5
Dihydroxy,247.06,5
Monohydroxy,222.2,5
Tetrahydroxy,37.08,5
Trihydroxy,17.07,5
Trihydroxy,677.26,5
Pentahydroxy,53.99,5
Trihydroxy,502.62,5
Monohydroxy,114.07,5
Trihydroxy,114.95,5
Trihydroxy,209,5
Monohydroxy,38.01,5
Nonhydroxy,49,5
Monohydroxy,193.06,5
Dihydroxy,454.24,5
Trihydroxy,147.08,5
Tetrahydroxy,347.65,5
Trihydroxy,226.99,5
Dihydroxy,858.4,5
Monohydroxy,178.93,5
Dihydroxy,43.97,5
Trihydroxy,515.41,5
Trihydroxy,127.53,5
Trihydroxy,608.78,5
Trihydroxy,94.97,5
Trihydroxy,486.23,5
Tetrahydroxy,405.3,5
Tetrahydroxy,37.02,5
Trihydroxy,214.14,5
Trihydroxy,118.98,5
Dihydroxy,11.02,5
Dihydroxy,523.36,5
Trihydroxy,113.99,5
Dihydroxy,71.99,5
Dihydroxy,101.96,5
Trihydroxy,193.07,5
Dihydroxy,45.99,5
Tetrahydroxy,605.29,5
Trihydroxy,75.05,5
Nonhydroxy,38.05,5
Dihydroxy,107.02,5
Dihydroxy,107.04,5
Trihydroxy,20.97,5
Trihydroxy,821.22,5
Dihydroxy,58.08,5
Trihydroxy,126.01,5
Tetrahydroxy,88.98,5
Trihydroxy,34.99,5
Trihydroxy,71,5
Trihydroxy,437.19,5
Tetrahydroxy,125.13,5
Trihydroxy,90.03,5
Dihydroxy,129.08,5
Trihydroxy,329.15,5
Trihydroxy,69.69,5
Tetrahydroxy,518.34,5
Pentahydroxy,160.14,5
Dihydroxy,16.01,5
Dihydroxy,303.25,5
Trihydroxy,35.94,5
Dihydroxy,342.75,5
Dihydroxy,375.24,5
Trihydroxy,128.07,5
Dihydroxy,180.06,5
Tetrahydroxy,52.02,5
Dihydroxy,204.97,5
Trihydroxy,71.09,5
Tetrahydroxy,34.91,5
Trihydroxy,18.98,5
Monohydroxy,24.04,5
Dihydroxy,596.24,5
Pentahydroxy,107.05,5
Tetrahydroxy,93.06,5
Dihydroxy,390.04,5
Tetrahydroxy,138.04,5
Monohydroxy,79.06,5
Pentahydroxy,19.01,5
Dihydroxy,154.04,5
Trihydroxy,49.03,5
Pentahydroxy,107.98,5
Trihydroxy,481.57,5
Trihydroxy,150.98,5
Tetrahydroxy,104,5
Dihydroxy,39.94,5
Tetrahydroxy,166.03,5
Trihydroxy,510.14,5
Trihydroxy,28,5
Dihydroxy,13,5
Trihydroxy,401.19,5
Dihydroxy,515.28,5
Tetrahydroxy,167.08,5
Pentahydroxy,134.94,5
Trihydroxy,54.07,5
Trihydroxy,543.44,5
Trihydroxy,133.93,5
Trihydroxy,56.08,5
Dihydroxy,95.99,5
Trihydroxy,72.11,5
Monohydroxy,72.04,4
Dihydroxy,172.08,4
Trihydroxy,187.16,4
Trihydroxy,591.46,4
Trihydroxy,97.04,4
Dihydroxy,175.13,4
Tetrahydroxy,467.07,4
Trihydroxy,2.06,4
Trihydroxy,47.98,4
Tetrahydroxy,22.49,4
Dihydroxy,24,4
Trihydroxy,37.94,4
Tetrahydroxy,60.02,4
Dihydroxy,223.61,4
Trihydroxy,90.45,4
Trihydroxy,510.64,4
Trihydroxy,410.3,4
Tetrahydroxy,35.16,4
Trihydroxy,44.06,4
Tetrahydroxy,2.98,4
Trihydroxy,782.23,4
Dihydroxy,83.95,4
Dihydroxy,111.02,4
Trihydroxy,364.08,4
Pentahydroxy,20.99,4
Dihydroxy,180.09,4
Trihydroxy,337.6,4
Trihydroxy,493.29,4
Trihydroxy,888.46,4
Tetrahydroxy,74.05,4
Trihydroxy,67.04,4
Dihydroxy,110.04,4
Trihydroxy,107.04,4
Tetrahydroxy,43.93,4
Dihydroxy,118.99,4
Dihydroxy,230.03,4
Pentahydroxy,2,4
Tetrahydroxy,195.91,4
Trihydroxy,27.04,4
Monohydroxy,18,4
Trihydroxy,164.08,4
Trihydroxy,107.06,4
Pentahydroxy,107.07,4
Trihydroxy,4.99,4
Trihydroxy,8,4
Tetrahydroxy,406.28,4
Tetrahydroxy,94.04,4
Tetrahydroxy,34.06,4
Dihydroxy,35.03,4
Pentahydroxy,121.13,4
Trihydroxy,139.03,4
Trihydroxy,204.08,4
Trihydroxy,146.06,4
Monohydroxy,0.03,4
Tetrahydroxy,37.06,4
Trihydroxy,673.36,4
Nonhydroxy,265.06,4
Trihydroxy,144.96,4
Dihydroxy,88.32,4
Dihydroxy,17.99,4
Tetrahydroxy,52.48,4
Monohydroxy,35.01,4
Dihydroxy,90.95,4
Trihydroxy,32.04,4
Trihydroxy,63.01,4
Dihydroxy,130.06,4
Trihydroxy,9.99,4
Tetrahydroxy,459.25,4
Dihydroxy,4.98,4
Tetrahydroxy,69.06,4
Pentahydroxy,222.15,4
Tetrahydroxy,36.07,4
Trihydroxy,817.57,4
Trihydroxy,140.01,4
Trihydroxy,187.08,4
Trihydroxy,119.04,4
Nonhydroxy,17.09,4
Pentahydroxy,28.03,4
Nonhydroxy,74.03,4
Monohydroxy,56.96,4
Trihydroxy,203.11,4
Monohydroxy,27.01,4
Trihydroxy,897.98,4
Trihydroxy,124.09,4
Pentahydroxy,107.1,4
Nonhydroxy,419.35,4
Dihydroxy,159.14,4
Dihydroxy,106.04,4
Trihydroxy,3.89,4
Trihydroxy,110.46,4
Dihydroxy,48,4
Dihydroxy,465.29,4
Trihydroxy,500.48,4
Monohydroxy,16.99,4
Trihydroxy,145.02,4
Pentahydroxy,19.04,4
Dihydroxy,338.09,4
Trihydroxy,492.09,4
Trihydroxy,99.03,4
Monohydroxy,42.93,4
Tetrahydroxy,35.46,4
Dihydroxy,172.94,4
Tetrahydroxy,356.27,4
Trihydroxy,22.05,4
Monohydroxy,35.04,4
Trihydroxy,436.09,4
Dihydroxy,123.01,4
Dihydroxy,354.26,4
Dihydroxy,531.5,4
Trihydroxy,301.23,4
Trihydroxy,24.05,4
Dihydroxy,284.25,4
Trihydroxy,62.02,4
Trihydroxy,1.78,4
Monohydroxy,135.04,4
Trihydroxy,21.95,4
Trihydroxy,424.3,4
Monohydroxy,84.06,4
Trihydroxy,595.39,4
Trihydroxy,492.08,4
Trihydroxy,1.85,4
Trihydroxy,59.93,4
Trihydroxy,230.05,4
Monohydroxy,79.97,4
Trihydroxy,631.82,4
Trihydroxy,185.72,4
Trihydroxy,470.23,4
Dihydroxy,116.1,4
Trihydroxy,470.14,4
Tetrahydroxy,445.26,4
Trihydroxy,98.97,4
Trihydroxy,222.9,4
Dihydroxy,36.11,4
Trihydroxy,53.04,4
Trihydroxy,417.33,4
Trihydroxy,496.57,4
Monohydroxy,89.04,4
Pentahydroxy,190.11,4
Trihydroxy,363.64,4
Trihydroxy,134.09,4
Nonhydroxy,406.33,4
Dihydroxy,117.99,4
Monohydroxy,118,4
Pentahydroxy,89.04,4
Trihydroxy,534.33,4
Tetrahydroxy,1.97,4
Trihydroxy,145.52,4
Monohydroxy,39,4
Dihydroxy,212.97,4
Dihydroxy,477.29,4
Trihydroxy,34.08,4
Trihydroxy,129.95,4
Trihydroxy,334.12,4
Trihydroxy,125.04,4
Trihydroxy,216.17,4
Trihydroxy,13.05,4
Trihydroxy,21.99,4
Dihydroxy,35.85,4
Dihydroxy,113.04,4
Trihydroxy,311.06,4
Dihydroxy,174.09,4
Dihydroxy,326.19,4
Dihydroxy,119.03,4
Trihydroxy,443.6,4
Monohydroxy,52.06,4
Dihydroxy,36.06,4
Tetrahydroxy,13,4
Trihydroxy,207.11,4
Nonhydroxy,42.01,4
Dihydroxy,82.05,4
Dihydroxy,75.07,4
Trihydroxy,889.45,4
Tetrahydroxy,38.02,4
Tetrahydroxy,74.04,4
Dihydroxy,429.29,4
Dihydroxy,255.25,4
Trihydroxy,398.1,4
Trihydroxy,15.02,4
Pentahydroxy,12.02,4
Dihydroxy,80.99,4
Tetrahydroxy,408.3,4
Trihydroxy,27.02,4
Tetrahydroxy,23.01,4
Trihydroxy,127.1,4
Tetrahydroxy,43.04,4
Dihydroxy,9.97,4
Trihydroxy,72.17,4
Tetrahydroxy,25.96,4
Pentahydroxy,91.04,4
Trihydroxy,132,4
Tetrahydroxy,293.24,4
Trihydroxy,313.07,4
Pentahydroxy,176.01,4
Trihydroxy,165.44,4
Monohydroxy,81.08,4
Trihydroxy,472.24,4
Pentahydroxy,173.99,4
Dihydroxy,124.98,4
Dihydroxy,68.64,4
Tetrahydroxy,71.03,4
Trihydroxy,0.13,4
Trihydroxy,152.02,4
Trihydroxy,297.18,4
Tetrahydroxy,40.03,4
Trihydroxy,592.29,4
Tetrahydroxy,53.99,4
Dihydroxy,94.94,4
Dihydroxy,114.07,4
Trihydroxy,61.98,4
Tetrahydroxy,1.89,4
Trihydroxy,264.24,4
Tetrahydroxy,132.98,4
Trihydroxy,246.23,4
Trihydroxy,41,4
Tetrahydroxy,87.83,4
Nonhydroxy,161.91,4
Trihydroxy,123.03,4
Tetrahydroxy,89.07,4
Trihydroxy,36.08,4
Dihydroxy,133.93,4
Dihydroxy,22.92,4
Trihydroxy,501.43,4
Tetrahydroxy,20.91,4
Trihydroxy,106.96,4
Trihydroxy,381.13,4
Trihydroxy,464.33,4
Trihydroxy,505.08,4
Trihydroxy,72.57,4
Trihydroxy,406.32,4
Dihydroxy,127.1,4
Trihydroxy,67.05,4
Trihydroxy,69.97,4
Tetrahydroxy,170,4
Trihydroxy,461.26,4
Trihydroxy,204.64,4
Monohydroxy,163.06,4
Trihydroxy,23.03,4
Trihydroxy,169.09,4
Tetrahydroxy,204.6,4
Trihydroxy,512.59,4
Tetrahydroxy,2,4
Pentahydroxy,72.07,4
Trihydroxy,154.05,4
Tetrahydroxy,89.99,4
Trihydroxy,262.05,4
Trihydroxy,489.28,4
Dihydroxy,147.11,4
Pentahydroxy,10.99,4
Trihydroxy,71.17,4
Trihydroxy,51.95,4
Trihydroxy,353.24,4
Trihydroxy,39.98,4
Tetrahydroxy,184,4
Dihydroxy,313.26,4
Trihydroxy,15.93,4
Trihydroxy,93.07,4
Tetrahydroxy,17.97,4
Dihydroxy,79.96,4
Tetrahydroxy,811.55,4
Trihydroxy,402.6,4
Trihydroxy,10.03,4
Dihydroxy,0.04,4
Tetrahydroxy,276.26,4
Trihydroxy,59.82,4
Dihydroxy,53.09,4
Dihydroxy,577.24,4
Trihydroxy,119.03,4
Dihydroxy,135.07,4
Trihydroxy,36.11,4
Trihydroxy,53.94,4
Trihydroxy,511.12,4
Trihydroxy,512.06,4
Trihydroxy,3.93,4
Trihydroxy,52.94,4
Monohydroxy,236.09,4
Tetrahydroxy,392.29,4
Trihydroxy,496.09,4
Dihydroxy,59,4
Trihydroxy,33.05,4
Trihydroxy,128.05,4
Tetrahydroxy,115.45,4
Trihydroxy,71.98,4
Trihydroxy,391.28,4
Dihydroxy,149.07,4
Tetrahydroxy,135.99,4
Tetrahydroxy,71.33,4
Trihydroxy,472.26,4
Pentahydroxy,9,4
Trihydroxy,77.94,4
Trihydroxy,90.99,4
Pentahydroxy,36.01,4
Tetrahydroxy,7.95,4
Tetrahydroxy,75.05,4
Tetrahydroxy,36.06,4
Trihydroxy,86.08,4
Dihydroxy,94.01,4
Trihydroxy,170.06,4
Tetrahydroxy,19.05,4
Trihydroxy,71.15,4
Tetrahydroxy,124.04,4
Dihydroxy,91.06,4
Trihydroxy,719.3,4
Trihydroxy,72.07,4
Dihydroxy,202.08,4
Trihydroxy,73.82,4
Trihydroxy,220.01,4
Dihydroxy,54.94,4
Tetrahydroxy,386.25,4
Dihydroxy,12.15,4
Dihydroxy,14.01,4
Nonhydroxy,71.04,4
Nonhydroxy,17.97,4
Trihydroxy,54,4
Trihydroxy,621.29,4
Trihydroxy,1.94,4
Dihydroxy,40,4
Nonhydroxy,18,4
Dihydroxy,525.31,4
Tetrahydroxy,57.91,4
Trihydroxy,625.31,4
Monohydroxy,161.05,4
Trihydroxy,528.45,4
Trihydroxy,136.01,4
Trihydroxy,279.25,4
Trihydroxy,21.03,4
Tetrahydroxy,37.07,4
Trihydroxy,73.92,4
Tetrahydroxy,17.79,4
Trihydroxy,9.04,4
Tetrahydroxy,91.01,4
Dihydroxy,79.04,4
Trihydroxy,208.02,4
Monohydroxy,43.01,4
Trihydroxy,46.98,4
Trihydroxy,528.28,4
Trihydroxy,880.43,4
Pentahydroxy,546.23,4
Dihydroxy,34.01,4
Trihydroxy,28.06,4
Trihydroxy,50.92,4
Dihydroxy,472.25,4
Tetrahydroxy,55.98,4
Tetrahydroxy,89.5,4
Dihydroxy,45.03,4
Trihydroxy,144.51,4
Trihydroxy,131.06,4
Trihydroxy,113.04,4
Tetrahydroxy,51.98,4
Dihydroxy,115.07,4
Trihydroxy,900.45,4
Trihydroxy,630.8,4
Trihydroxy,55.1,4
Tetrahydroxy,53.19,4
Trihydroxy,294.1,4
Nonhydroxy,0.61,4
Tetrahydroxy,105,4
Trihydroxy,71.1,4
Nonhydroxy,18.1,4
Dihydroxy,161.07,4
Trihydroxy,143.06,4
Tetrahydroxy,36,4
Trihydroxy,393.14,4
Dihydroxy,4.99,4
Trihydroxy,88.92,4
Trihydroxy,622.32,4
Trihydroxy,45.99,4
Dihydroxy,286.13,4
Trihydroxy,85.06,4
Dihydroxy,106.99,4
Trihydroxy,169.88,4
Trihydroxy,89.11,4
Trihydroxy,167,4
Trihydroxy,53.1,4
Trihydroxy,106,4
Pentahydroxy,110.02,4
Tetrahydroxy,61,4
Tetrahydroxy,123.67,4
Trihydroxy,268.84,4
Trihydroxy,208.94,4
Monohydroxy,395.27,4
Trihydroxy,373.17,4
Trihydroxy,255.26,4
Dihydroxy,74.06,4
Dihydroxy,125.98,4
Trihydroxy,158.03,4
Trihydroxy,817.27,4
Monohydroxy,456.29,4
Monohydroxy,282.25,4
Dihydroxy,42.03,4
Trihydroxy,141.12,4
Trihydroxy,17.14,4
Trihydroxy,72.64,4
Trihydroxy,164.09,4
Tetrahydroxy,287.12,4
Dihydroxy,559.44,4
Monohydroxy,40.04,4
Trihydroxy,392.69,4
Tetrahydroxy,193.02,4
Dihydroxy,103.08,4
Tetrahydroxy,151,4
Trihydroxy,19.05,4
Trihydroxy,245.98,4
Trihydroxy,143.04,4
Trihydroxy,51.9,4
Trihydroxy,122.94,4
Monohydroxy,151.1,4
Trihydroxy,88.02,4
Dihydroxy,15.02,4
Dihydroxy,241.24,4
Monohydroxy,250.23,4
Dihydroxy,48.13,4
Trihydroxy,294.17,4
Dihydroxy,89.98,4
Trihydroxy,888.45,4
Nonhydroxy,247.05,4
Dihydroxy,5.05,4
Dihydroxy,19.48,4
Pentahydroxy,90.1,4
Trihydroxy,192.22,4
Trihydroxy,479.27,4
Trihydroxy,314.2,4
Trihydroxy,208.16,3
Dihydroxy,98.04,3
Tetrahydroxy,811.57,3
Tetrahydroxy,16.04,3
Trihydroxy,12,3
Trihydroxy,90.51,3
Monohydroxy,36.14,3
Tetrahydroxy,61.98,3
Trihydroxy,105.97,3
Trihydroxy,139.01,3
Dihydroxy,679.38,3
Dihydroxy,44.03,3
Monohydroxy,222.19,3
Trihydroxy,365.16,3
Tetrahydroxy,135.03,3
Dihydroxy,25.1,3
Tetrahydroxy,168.94,3
Dihydroxy,277.24,3
Trihydroxy,26.02,3
Dihydroxy,37.61,3
Dihydroxy,75.99,3
Tetrahydroxy,350.25,3
Trihydroxy,26.98,3
Monohydroxy,17.05,3
Trihydroxy,75.57,3
Nonhydroxy,26.98,3
Dihydroxy,105.96,3
Trihydroxy,238.49,3
Trihydroxy,232.08,3
Dihydroxy,177.06,3
Tetrahydroxy,14.02,3
Trihydroxy,117.99,3
Trihydroxy,33.97,3
Dihydroxy,203.11,3
Trihydroxy,108.47,3
Pentahydroxy,61.02,3
Dihydroxy,61.04,3
Tetrahydroxy,49.94,3
Trihydroxy,103.08,3
Monohydroxy,180.11,3
Dihydroxy,77.97,3
Monohydroxy,659.22,3
Tetrahydroxy,119.09,3
Tetrahydroxy,22.04,3
Monohydroxy,113.08,3
Trihydroxy,0.19,3
Trihydroxy,137.05,3
Dihydroxy,19.92,3
Dihydroxy,54.22,3
Monohydroxy,27.05,3
Trihydroxy,247,3
Trihydroxy,253.04,3
Trihydroxy,56.99,3
Dihydroxy,2.99,3
Trihydroxy,188.11,3
Dihydroxy,498.31,3
Trihydroxy,126.02,3
Trihydroxy,85.98,3
Trihydroxy,471.15,3
Trihydroxy,180.03,3
Trihydroxy,381.73,3
Trihydroxy,101.02,3
Monohydroxy,282.26,3
Pentahydroxy,8.02,3
Trihydroxy,71.97,3
Tetrahydroxy,13.05,3
Tetrahydroxy,32.01,3
Trihydroxy,434.74,3
Trihydroxy,606.32,3
Monohydroxy,114.04,3
Pentahydroxy,108.41,3
Tetrahydroxy,132.96,3
Tetrahydroxy,20.04,3
Trihydroxy,39.04,3
Monohydroxy,10.98,3
Nonhydroxy,35.03,3
Trihydroxy,354.26,3
Pentahydroxy,39.01,3
Nonhydroxy,36.04,3
Tetrahydroxy,794.54,3
Pentahydroxy,586.29,3
Tetrahydroxy,38.01,3
Tetrahydroxy,226.1,3
Pentahydroxy,213.17,3
Dihydroxy,644.48,3
Trihydroxy,453.63,3
Trihydroxy,24.02,3
Dihydroxy,89.97,3
Dihydroxy,222.12,3
Dihydroxy,55.96,3
Trihydroxy,142.03,3
Trihydroxy,479.17,3
Dihydroxy,74.04,3
Pentahydroxy,62.05,3
Trihydroxy,38.93,3
Trihydroxy,52.06,3
Pentahydroxy,42.03,3
Trihydroxy,78.98,3
Trihydroxy,500.15,3
Monohydroxy,192.19,3
Dihydroxy,150.01,3
Nonhydroxy,513.42,3
Pentahydroxy,214.92,3
Trihydroxy,483.59,3
Trihydroxy,54.02,3
Trihydroxy,71.07,3
Trihydroxy,263.27,3
Tetrahydroxy,111.07,3
Dihydroxy,397.23,3
Trihydroxy,499.12,3
Trihydroxy,330.1,3
Trihydroxy,269.05,3
Dihydroxy,73.91,3
Nonhydroxy,144.04,3
Trihydroxy,55.05,3
Trihydroxy,399.6,3
Trihydroxy,583.12,3
Trihydroxy,279.27,3
Monohydroxy,42.01,3
Tetrahydroxy,114,3
Trihydroxy,144.52,3
Trihydroxy,302.14,3
Pentahydroxy,109.08,3
Trihydroxy,91.85,3
Trihydroxy,608.77,3
Dihydroxy,338.19,3
Trihydroxy,87.47,3
Trihydroxy,613.44,3
Pentahydroxy,109.44,3
Pentahydroxy,89.06,3
Trihydroxy,81.02,3
Trihydroxy,51.91,3
Dihydroxy,45.95,3
Dihydroxy,356.24,3
Monohydroxy,107.04,3
Trihydroxy,205,3
Dihydroxy,246.23,3
Tetrahydroxy,1.03,3
Trihydroxy,418.34,3
Monohydroxy,96.03,3
Tetrahydroxy,497.28,3
Nonhydroxy,432.34,3
Dihydroxy,119.04,3
Trihydroxy,84.97,3
Monohydroxy,49.06,3
Pentahydroxy,30,3
Trihydroxy,261.24,3
Trihydroxy,76.05,3
Trihydroxy,483.61,3
Trihydroxy,8.99,3
Dihydroxy,15.96,3
Trihydroxy,27.86,3
Dihydroxy,177.07,3
Trihydroxy,167.07,3
Trihydroxy,199.19,3
Pentahydroxy,109.05,3
Trihydroxy,144.14,3
Trihydroxy,381.89,3
Tetrahydroxy,2.05,3
Dihydroxy,87.05,3
Monohydroxy,57.93,3
Trihydroxy,106.95,3
Trihydroxy,620.28,3
Tetrahydroxy,182.03,3
Trihydroxy,62.01,3
Trihydroxy,106.04,3
Trihydroxy,298.25,3
Trihydroxy,197.02,3
Trihydroxy,248.01,3
Pentahydroxy,214.91,3
Pentahydroxy,110.2,3
Tetrahydroxy,36.08,3
Tetrahydroxy,346.24,3
Trihydroxy,71.19,3
Trihydroxy,136.16,3
Trihydroxy,118.95,3
Tetrahydroxy,138.05,3
Trihydroxy,431.13,3
Nonhydroxy,50.02,3
Dihydroxy,52.94,3
Pentahydroxy,73.13,3
Trihydroxy,75.02,3
Pentahydroxy,88,3
Tetrahydroxy,106.05,3
Trihydroxy,59.81,3
Nonhydroxy,18.18,3
Trihydroxy,16.02,3
Trihydroxy,222.61,3
Tetrahydroxy,62.01,3
Dihydroxy,129.09,3
Trihydroxy,99.98,3
Trihydroxy,125.01,3
Trihydroxy,350.24,3
Dihydroxy,114.97,3
Tetrahydroxy,472.32,3
Nonhydroxy,483.41,3
Dihydroxy,164.07,3
Trihydroxy,392.51,3
Pentahydroxy,46.03,3
Trihydroxy,900.43,3
Trihydroxy,169,3
Monohydroxy,248.13,3
Tetrahydroxy,46.02,3
Tetrahydroxy,625.33,3
Tetrahydroxy,89.51,3
Trihydroxy,245.16,3
Pentahydroxy,37,3
Pentahydroxy,69.33,3
Dihydroxy,136.99,3
Trihydroxy,432.34,3
Trihydroxy,54.92,3
Dihydroxy,134.96,3
Trihydroxy,631.3,3
Tetrahydroxy,36.01,3
Trihydroxy,656.36,3
Trihydroxy,192.06,3
Dihydroxy,6.97,3
Trihydroxy,445.26,3
Tetrahydroxy,81.06,3
Pentahydroxy,37.02,3
Tetrahydroxy,28.05,3
Trihydroxy,171.04,3
Tetrahydroxy,198.07,3
Tetrahydroxy,105.96,3
Dihydroxy,283.04,3
Tetrahydroxy,452.22,3
Dihydroxy,129.12,3
Tetrahydroxy,433.17,3
Trihydroxy,129.08,3
Trihydroxy,329.21,3
Dihydroxy,269.1,3
Trihydroxy,85.02,3
Trihydroxy,105.96,3
Dihydroxy,122.97,3
Trihydroxy,463.3,3
Dihydroxy,163.7,3
Trihydroxy,156.17,3
Monohydroxy,36.11,3
Monohydroxy,206.14,3
Monohydroxy,70,3
Trihydroxy,203.13,3
Pentahydroxy,26.04,3
Pentahydroxy,52,3
Trihydroxy,168.02,3
Dihydroxy,293.26,3
Trihydroxy,56.91,3
Trihydroxy,74.13,3
Trihydroxy,58.02,3
Trihydroxy,425.15,3
Dihydroxy,54.17,3
Dihydroxy,73.85,3
Trihydroxy,384.14,3
Trihydroxy,91.04,3
Tetrahydroxy,482.59,3
Trihydroxy,215.99,3
Trihydroxy,331.22,3
Dihydroxy,54.06,3
Pentahydroxy,175.01,3
Trihydroxy,124.07,3
Pentahydroxy,257.05,3
Tetrahydroxy,54.07,3
Dihydroxy,168.95,3
Trihydroxy,17.9,3
Trihydroxy,153.16,3
Monohydroxy,88,3
Trihydroxy,162.03,3
Trihydroxy,277.13,3
Trihydroxy,97.49,3
Dihydroxy,17.98,3
Trihydroxy,54.14,3
Trihydroxy,19.86,3
Pentahydroxy,211.65,3
Dihydroxy,105.02,3
Trihydroxy,72.01,3
Dihydroxy,17.07,3
Dihydroxy,145.02,3
Trihydroxy,78.95,3
Trihydroxy,0.95,3
Monohydroxy,575.53,3
Trihydroxy,5.03,3
Dihydroxy,83.97,3
Trihydroxy,123.98,3
Trihydroxy,109.06,3
Tetrahydroxy,87.98,3
Dihydroxy,53.07,3
Tetrahydroxy,347.29,3
Trihydroxy,586.89,3
Pentahydroxy,3.99,3
Dihydroxy,103.97,3
Pentahydroxy,107.99,3
Monohydroxy,39.88,3
Trihydroxy,34.02,3
Dihydroxy,143.13,3
Trihydroxy,192,3
Trihydroxy,116.06,3
Trihydroxy,80.02,3
Monohydroxy,319.26,3
Trihydroxy,484.57,3
Dihydroxy,227.13,3
Trihydroxy,108.01,3
Dihydroxy,98.02,3
Pentahydroxy,8.03,3
Dihydroxy,86.08,3
Dihydroxy,164.08,3
Tetrahydroxy,170.02,3
Trihydroxy,300.07,3
Trihydroxy,178.03,3
Trihydroxy,228.14,3
Dihydroxy,5.03,3
Monohydroxy,675.26,3
Tetrahydroxy,259.14,3
Pentahydroxy,39,3
Trihydroxy,424.29,3
Dihydroxy,37.97,3
Trihydroxy,20.06,3
Pentahydroxy,108.95,3
Tetrahydroxy,111.05,3
Monohydroxy,0.11,3
Trihydroxy,154.08,3
Trihydroxy,69.93,3
Trihydroxy,154.07,3
Tetrahydroxy,62.02,3
Trihydroxy,39,3
Trihydroxy,631.41,3
Tetrahydroxy,72.09,3
Trihydroxy,272.08,3
Dihydroxy,187.05,3
Dihydroxy,9.02,3
Tetrahydroxy,69.01,3
Trihydroxy,453.55,3
Trihydroxy,9.97,3
Trihydroxy,41.01,3
Tetrahydroxy,465.58,3
Dihydroxy,88.06,3
Trihydroxy,57.87,3
Trihydroxy,168.01,3
Tetrahydroxy,33.02,3
Trihydroxy,262.04,3
Trihydroxy,504.59,3
Dihydroxy,90.99,3
Trihydroxy,355.12,3
Pentahydroxy,54,3
Trihydroxy,29.02,3
Tetrahydroxy,204.23,3
Dihydroxy,80.02,3
Dihydroxy,19.99,3
Trihydroxy,488.3,3
Nonhydroxy,300.14,3
Monohydroxy,62.06,3
Tetrahydroxy,204,3
Tetrahydroxy,476.09,3
Trihydroxy,99.89,3
Tetrahydroxy,35.01,3
Trihydroxy,22.95,3
Trihydroxy,57.99,3
Tetrahydroxy,499.62,3
Trihydroxy,528.27,3
Tetrahydroxy,102.07,3
Nonhydroxy,74.04,3
Trihydroxy,337.61,3
Tetrahydroxy,54.01,3
Monohydroxy,67.06,3
Trihydroxy,592.28,3
Pentahydroxy,91.03,3
Dihydroxy,223.6,3
Trihydroxy,106.82,3
Dihydroxy,113,3
Pentahydroxy,110.15,3
Trihydroxy,133.08,3
Trihydroxy,177.07,3
Trihydroxy,65.94,3
Tetrahydroxy,95.07,3
Trihydroxy,73.17,3
Pentahydroxy,166.02,3
Monohydroxy,104.98,3
Trihydroxy,105.93,3
Pentahydroxy,86.98,3
Dihydroxy,70.56,3
Trihydroxy,521.11,3
Trihydroxy,95.98,3
Pentahydroxy,281.24,3
Tetrahydroxy,136.03,3
Dihydroxy,29.03,3
Trihydroxy,68.98,3
Tetrahydroxy,43.98,3
Trihydroxy,2.05,3
Nonhydroxy,419.34,3
Trihydroxy,101.06,3
Trihydroxy,482.31,3
Trihydroxy,113,3
Trihydroxy,512.58,3
Trihydroxy,39.9,3
Dihydroxy,80.06,3
Trihydroxy,22.97,3
Pentahydroxy,108.17,3
Trihydroxy,622.81,3
Trihydroxy,442.17,3
Trihydroxy,378.62,3
